"","C01902"
"ENSG00000000003",13.099179323878
"ENSG00000000005",13.5226007604315
"ENSG00000000419",12.7007640455466
"ENSG00000000457",11.8421510037837
"ENSG00000000460",10.0962260064887
"ENSG00000000938",12.4086626523987
"ENSG00000000971",17.1872667985805
"ENSG00000001036",13.5769996569378
"ENSG00000001084",13.7665165659469
"ENSG00000001167",12.2218554299503
"ENSG00000001460",10.4172077615317
"ENSG00000001461",11.6843384976335
"ENSG00000001497",12.544867035997
"ENSG00000001561",12.9461924628934
"ENSG00000001617",11.2885754199068
"ENSG00000001626",7.20111257865649
"ENSG00000001629",13.8032003384026
"ENSG00000001631",13.1132716951812
"ENSG00000002016",11.0358533885092
"ENSG00000002330",10.9123388520238
"ENSG00000002549",14.1606905004229
"ENSG00000002587",9.69530961545446
"ENSG00000002726",4.16548866892576
"ENSG00000002822",9.95730274008759
"ENSG00000002834",15.1305514256704
"ENSG00000002919",12.1845233382901
"ENSG00000002933",12.8624561951601
"ENSG00000003056",13.8453206023656
"ENSG00000003096",11.6034487572602
"ENSG00000003137",12.617523942472
"ENSG00000003147",11.8194085420452
"ENSG00000003249",7.5714810286016
"ENSG00000003393",12.6756594200775
"ENSG00000003400",12.2497655794573
"ENSG00000003402",15.8022039081712
"ENSG00000003436",14.5994913151228
"ENSG00000003509",11.6525247489577
"ENSG00000003756",14.9701037347507
"ENSG00000003987",5.01348557548071
"ENSG00000003989",12.779462256306
"ENSG00000004059",12.685124921769
"ENSG00000004139",11.0603064322337
"ENSG00000004142",13.6335017024293
"ENSG00000004399",14.6283998686916
"ENSG00000004455",14.427818461783
"ENSG00000004468",13.6894426084225
"ENSG00000004478",13.0377018129015
"ENSG00000004487",12.9369781384264
"ENSG00000004534",14.4763286287671
"ENSG00000004660",11.0407772671485
"ENSG00000004700",13.9847097724759
"ENSG00000004766",12.4332117205532
"ENSG00000004776",15.5484368602118
"ENSG00000004777",8.80934485870049
"ENSG00000004779",13.0705747676875
"ENSG00000004799",17.7303764697342
"ENSG00000004809",6.59844807620187
"ENSG00000004838",6.09148808748199
"ENSG00000004864",11.8974864555695
"ENSG00000004866",12.7984838660687
"ENSG00000004897",14.1100543303506
"ENSG00000004961",12.0147373716902
"ENSG00000004975",11.8194085420452
"ENSG00000005007",12.8115072798511
"ENSG00000005020",13.4205172387445
"ENSG00000005022",14.2521556868365
"ENSG00000005059",12.3952688356591
"ENSG00000005075",11.5106721161134
"ENSG00000005100",11.8974864555695
"ENSG00000005102",12.2561304208436
