"","P01457"
"ENSG00000000003",11.1859954283348
"ENSG00000000005",6.99916836698202
"ENSG00000000419",12.8950878447695
"ENSG00000000457",11.737772456544
"ENSG00000000460",9.45462013470677
"ENSG00000000938",11.1666625421696
"ENSG00000000971",14.7048531103174
"ENSG00000001036",13.2727520700307
"ENSG00000001084",13.6089627206831
"ENSG00000001167",12.8381812340119
"ENSG00000001460",10.2901646023175
"ENSG00000001461",13.2361247626046
"ENSG00000001497",12.1083262793317
"ENSG00000001561",14.0888796480254
"ENSG00000001617",11.242486627173
"ENSG00000001626",7.68269470218677
"ENSG00000001629",13.6390845587479
"ENSG00000001631",13.3899235859905
"ENSG00000002016",11.2470958804256
"ENSG00000002330",10.9519537285612
"ENSG00000002549",13.4640544157114
"ENSG00000002587",9.742676807015
"ENSG00000002726",7.88551158518645
"ENSG00000002822",9.28569112573819
"ENSG00000002834",13.4807843546853
"ENSG00000002919",11.869159379779
"ENSG00000002933",11.9701893000103
"ENSG00000003056",14.1325052146568
"ENSG00000003096",12.0567499185728
"ENSG00000003137",9.62011016480874
"ENSG00000003147",12.4335438670993
"ENSG00000003249",8.80026429856794
"ENSG00000003393",14.2588403107509
"ENSG00000003400",11.0501712704161
"ENSG00000003402",16.696188564582
"ENSG00000003436",13.0652575574398
"ENSG00000003509",13.0428999398118
"ENSG00000003756",14.6078432242035
"ENSG00000003987",4.76212916968117
"ENSG00000003989",14.6136551426714
"ENSG00000004059",12.2297347197642
"ENSG00000004139",10.5434888832058
"ENSG00000004142",15.0027501617944
"ENSG00000004399",13.4924779955312
"ENSG00000004455",14.2764205386149
"ENSG00000004468",11.3492369422339
"ENSG00000004478",14.9952352185802
"ENSG00000004487",13.0174950147886
"ENSG00000004534",14.5660296363229
"ENSG00000004660",9.91477617969165
"ENSG00000004700",13.641712419294
"ENSG00000004766",12.743492580314
"ENSG00000004776",15.2900250159364
"ENSG00000004777",7.73613396114823
"ENSG00000004779",15.0938459009187
"ENSG00000004799",18.2053502510157
"ENSG00000004809",6.81275524275114
"ENSG00000004838",5.41420586626087
"ENSG00000004864",11.2098028174423
"ENSG00000004866",13.4581031042502
"ENSG00000004897",14.1275142646729
"ENSG00000004961",13.5954710851937
"ENSG00000004975",11.420340652433
