"","C02698"
"ENSG00000000003",11.9690316023983
"ENSG00000000005",9.79648113154916
"ENSG00000000419",13.1065351261482
"ENSG00000000457",10.3945234593143
"ENSG00000000460",9.22329579860436
"ENSG00000000938",11.2948017635801
"ENSG00000000971",15.2696434660486
"ENSG00000001036",13.5221686572641
"ENSG00000001084",12.364260620597
"ENSG00000001167",10.1325303346812
"ENSG00000001460",9.55690569853936
"ENSG00000001461",11.6837933168401
"ENSG00000001497",12.4469443759112
"ENSG00000001561",12.1152523432493
"ENSG00000001617",13.3741988576531
"ENSG00000001626",2.28078129326512
"ENSG00000001629",11.6049618398839
"ENSG00000001631",10.4355994023172
"ENSG00000002016",9.84302371748619
"ENSG00000002330",14.0048687550591
"ENSG00000002549",14.2958478264954
"ENSG00000002587",9.33606372876631
"ENSG00000002726",7.49023465889407
"ENSG00000002822",11.7381621723377
"ENSG00000002834",14.3605993784775
"ENSG00000002919",12.6741717507091
"ENSG00000002933",14.4911482388977
"ENSG00000003056",12.369569531982
"ENSG00000003096",10.8468353314362
"ENSG00000003137",10.6072107803874
"ENSG00000003147",13.2137341854598
"ENSG00000003249",10.0018804819723
"ENSG00000003393",12.571951992587
"ENSG00000003400",11.1906743770352
"ENSG00000003402",15.406033307194
"ENSG00000003436",13.4896252839997
"ENSG00000003509",12.4267134390856
"ENSG00000003756",14.5062900135011
"ENSG00000003987",2.28078129326512
"ENSG00000003989",12.8496874477672
"ENSG00000004059",14.3350464328909
"ENSG00000004139",11.2835963088722
"ENSG00000004142",15.2816615758239
"ENSG00000004399",14.6231338033529
"ENSG00000004455",15.0631652844621
"ENSG00000004468",10.107329780556
"ENSG00000004478",14.7332799509579
"ENSG00000004487",13.3582646501246
"ENSG00000004534",14.467824007605
"ENSG00000004660",11.0588584228005
"ENSG00000004700",12.686986298684
"ENSG00000004766",11.0188735528856
"ENSG00000004776",18.1818131490955
"ENSG00000004777",10.5239552767381
"ENSG00000004779",16.2336135249085
"ENSG00000004799",17.129550921096
"ENSG00000004809",4.60270938815248
"ENSG00000004838",7.23497760365199
"ENSG00000004864",11.1105040283512
"ENSG00000004866",12.3100685202334
"ENSG00000004897",13.4387597432106
"ENSG00000004961",13.034833660794
"ENSG00000004975",12.1089177774592
"ENSG00000005007",13.1914240237347
"ENSG00000005020",11.0522707627657
"ENSG00000005022",14.8832481950957
"ENSG00000005059",11.5822774882477
"ENSG00000005075",14.2512467340451
"ENSG00000005100",11.2948017635801
"ENSG00000005102",13.2786664210942
"ENSG00000005108",9.02224827966627
"ENSG00000005156",11.3224404449023
"ENSG00000005175",11.8713683431802
"ENSG00000005187",10.1695245421634
"ENSG00000005189",10.3840691016771
"ENSG00000005194",13.2544786595705
"ENSG00000005206",12.3292681672575
"ENSG00000005238",12.9646531618877
"ENSG00000005243",14.5414068493333
"ENSG00000005249",14.2185229133422
"ENSG00000005302",12.1278386393565
"ENSG00000005339",13.1457412084077
"ENSG00000005379",10.7524565076572
"ENSG00000005381",8.00870174782832
"ENSG00000005421",6.52870880670871
"ENSG00000005436",11.7174928354023
"ENSG00000005448",10.8769710494095
"ENSG00000005469",10.7524565076572
"ENSG00000005471",9.84302371748619
"ENSG00000005483",12.3722166795887
"ENSG00000005486",13.7959883236739
"ENSG00000005513",10.5047829674632
"ENSG00000005700",13.3542534472416
"ENSG00000005801",11.2723031393408
"ENSG00000005810",12.3958249434268
"ENSG00000005812",13.058036608457
"ENSG00000005844",10.308687289835
"ENSG00000005882",14.9427820119836
"ENSG00000005884",12.3853800468295
"ENSG00000005889",12.047310201864
"ENSG00000005893",13.9729608695777
"ENSG00000005955",12.9751391804866
"ENSG00000005961",7.95320663523662
"ENSG00000005981",9.66448558573917
"ENSG00000006007",14.5756891742188
"ENSG00000006015",13.8368082859898
"ENSG00000006016",13.2842992053737
"ENSG00000006025",10.9425593910371
"ENSG00000006042",12.4743066537663
"ENSG00000006047",8.96728182044834
"ENSG00000006062",12.1557626409189
"ENSG00000006071",9.93183298444405
"ENSG00000006074",13.6531022481324
"ENSG00000006075",10.4853524375143
"ENSG00000006114",11.6752439878754
"ENSG00000006118",11.0456528840012
"ENSG00000006125",14.9180854153713
"ENSG00000006128",7.83537014494276
"ENSG00000006194",12.9681569767026
"ENSG00000006210",14.0796580613984
"ENSG00000006282",14.2698209302275
"ENSG00000006283",5.08813621532272
"ENSG00000006327",13.5149999715036
"ENSG00000006432",8.21151863082801
"ENSG00000006451",13.1641882796535
"ENSG00000006453",10.677386074447
"ENSG00000006459",11.0121003242902
"ENSG00000006468",13.424802162532
"ENSG00000006530",11.6449159482732
"ENSG00000006534",11.2609208709043
"ENSG00000006555",4.60270938815248
"ENSG00000006576",12.5440504936378
"ENSG00000006606",8.00870174782832
"ENSG00000006607",11.6184031952576
"ENSG00000006625",13.189924340605
"ENSG00000006634",8.78857593346382
"ENSG00000006638",10.8392020065338
"ENSG00000006652",13.7065217175813
"ENSG00000006695",12.976879464221
"ENSG00000006704",11.0456528840012
"ENSG00000006712",13.8028723621522
"ENSG00000006715",13.0497926143621
"ENSG00000006740",9.9461172104503
"ENSG00000006744",13.3515731026882
"ENSG00000006747",8.00870174782832
"ENSG00000006756",12.3319902341799
"ENSG00000006757",13.2225625355437
"ENSG00000006831",13.8213937015146
"ENSG00000006837",8.38930575004329
"ENSG00000007047",12.1801382161882
