"","P01135"
"ENSG00000000003",11.1391174618587
"ENSG00000000005",6.65425079584516
"ENSG00000000419",13.4178240258748
"ENSG00000000457",11.0465682186239
"ENSG00000000460",9.22872092274867
"ENSG00000000938",9.66207030030446
"ENSG00000000971",13.1537500895235
"ENSG00000001036",13.1757658917231
"ENSG00000001084",13.1537500895235
"ENSG00000001167",11.7727405327161
"ENSG00000001460",9.83804797186903
"ENSG00000001461",12.6013477138487
"ENSG00000001497",12.6094584592639
"ENSG00000001561",13.0870649970378
"ENSG00000001617",12.5046414951583
"ENSG00000001626",6.21815168103848
"ENSG00000001629",12.4760940865059
"ENSG00000001631",12.6862366114352
"ENSG00000002016",11.3619100204993
"ENSG00000002330",11.4683107417807
"ENSG00000002549",14.2908754163888
"ENSG00000002587",8.43446958796525
"ENSG00000002726",4.93804376184575
"ENSG00000002822",10.0072057863531
"ENSG00000002834",13.5213952126609
"ENSG00000002919",11.61651814849
"ENSG00000002933",11.2625458003969
"ENSG00000003056",13.8522153037956
"ENSG00000003096",12.1818977807029
"ENSG00000003137",8.47053884267277
"ENSG00000003147",13.6517984834395
"ENSG00000003249",8.54007977592584
"ENSG00000003393",13.6409585106863
"ENSG00000003400",11.4276050466674
"ENSG00000003402",16.4539547519839
"ENSG00000003436",12.3413601835738
"ENSG00000003509",12.8457928490243
"ENSG00000003756",14.9919696433769
"ENSG00000003987",5.30061384123046
"ENSG00000003989",12.8128056047382
"ENSG00000004059",13.0724700820667
"ENSG00000004139",11.3328126636186
"ENSG00000004142",15.1459296431208
"ENSG00000004399",14.0439522704169
"ENSG00000004455",14.2244365025738
"ENSG00000004468",10.5358303029245
"ENSG00000004478",13.5679207408276
"ENSG00000004487",13.2095067897501
"ENSG00000004534",14.81740820581
"ENSG00000004660",11.0224725430065
"ENSG00000004700",13.0986355456009
"ENSG00000004766",12.4849382217334
"ENSG00000004776",16.1089524088742
"ENSG00000004777",10.4390278699276
"ENSG00000004779",15.3317406540914
"ENSG00000004799",17.6293822527665
"ENSG00000004809",5.30061384123046
"ENSG00000004838",6.21815168103848
"ENSG00000004864",11.2260858625807
"ENSG00000004866",12.7444783042607
"ENSG00000004897",13.4039016496425
"ENSG00000004961",13.6049017769821
"ENSG00000004975",11.9136870487086
"ENSG00000005007",13.2593276526407
"ENSG00000005020",10.6737206600434
"ENSG00000005022",14.8209051202102
"ENSG00000005059",9.91859139917958
"ENSG00000005075",12.9452713056944
"ENSG00000005100",11.7835338127901
"ENSG00000005102",12.9659497584156
"ENSG00000005108",9.67758329967578
"ENSG00000005156",11.6871948944601
"ENSG00000005175",12.2715186105611
"ENSG00000005187",10.4114596099187
"ENSG00000005189",10.2651151600091
"ENSG00000005194",13.2924505830928
"ENSG00000005206",12.123627175954
"ENSG00000005238",12.3143242212614
"ENSG00000005243",12.1954316045384
"ENSG00000005249",13.0095061244024
"ENSG00000005302",11.9005266834176
"ENSG00000005339",13.1620454360439
"ENSG00000005379",12.8713128842776
"ENSG00000005381",6.21815168103848
"ENSG00000005421",3.7156513405093
"ENSG00000005436",12.3192776854955
"ENSG00000005448",8.63848347998684
"ENSG00000005469",11.5839594737988
"ENSG00000005471",11.1165307767915
"ENSG00000005483",13.3980607710534
"ENSG00000005486",12.4627253881498
"ENSG00000005513",9.89224007223262
"ENSG00000005700",14.1025915858336
"ENSG00000005801",11.608447106232
"ENSG00000005810",13.3673010400039
"ENSG00000005812",13.4486666621953
"ENSG00000005844",9.20750443683897
"ENSG00000005882",14.9402560220478
"ENSG00000005884",12.0390814605619
"ENSG00000005889",12.4760940865059
"ENSG00000005893",13.9083551206689
"ENSG00000005955",13.6751703620989
"ENSG00000005961",7.55695359449024
"ENSG00000005981",10.4207076867208
"ENSG00000006007",14.9313865541513
"ENSG00000006015",11.2778937647304
"ENSG00000006016",9.6145046170524
"ENSG00000006025",11.1940839210767
"ENSG00000006042",12.0863387473165
"ENSG00000006047",7.08488515017502
"ENSG00000006062",11.9619960835902
"ENSG00000006071",10.6265438666753
"ENSG00000006074",9.63053472687135
"ENSG00000006075",7.41609105865039
"ENSG00000006114",12.1873265549013
"ENSG00000006118",10.2444310058373
"ENSG00000006125",15.0952102136854
"ENSG00000006128",7.9120485533128
"ENSG00000006194",12.6434293025916
"ENSG00000006210",13.3383133080149
"ENSG00000006282",14.3699890141523
"ENSG00000006283",6.03757943539666
"ENSG00000006327",13.5019209681578
"ENSG00000006432",9.4435717950725
"ENSG00000006451",13.0680626599803
"ENSG00000006453",10.2339766482002
"ENSG00000006459",12.6473737890978
"ENSG00000006468",13.4178240258748
"ENSG00000006530",13.3803948967578
"ENSG00000006534",10.0555013433939
"ENSG00000006555",6.37861635323173
"ENSG00000006576",13.0710024369341
"ENSG00000006606",5.30061384123046
"ENSG00000006607",11.7509086652956
"ENSG00000006625",12.2638310521887
"ENSG00000006634",9.70811766782389
"ENSG00000006638",8.92510470613825
"ENSG00000006652",14.6686352001643
"ENSG00000006695",13.1592856168553
"ENSG00000006704",11.3904321034789
"ENSG00000006712",13.316183763999
"ENSG00000006715",13.2528697410479
"ENSG00000006740",11.0761326761661
"ENSG00000006744",13.8809771073798
"ENSG00000006747",4.45261693467551
"ENSG00000006756",11.5962552445975
"ENSG00000006757",12.8319953017468
"ENSG00000006831",14.1253958350462
"ENSG00000006837",7.08488515017502
"ENSG00000007047",11.6522892795119
"ENSG00000007062",11.1668624523416
"ENSG00000007080",11.8738402339006
"ENSG00000007129",6.65425079584516
"ENSG00000007168",15.5526221590982
"ENSG00000007171",7.41609105865039
"ENSG00000007202",14.198459297236
"ENSG00000007237",13.3649075180266
"ENSG00000007255",10.125042276647
"ENSG00000007264",6.5230062625669
"ENSG00000007312",9.24962991251165
"ENSG00000007314",8.50572827113507
"ENSG00000007341",11.4991953012958
"ENSG00000007350",12.0118028004632
"ENSG00000007376",9.83804797186903
"ENSG00000007384",12.8004597283137
"ENSG00000007392",13.3589062820816
"ENSG00000007402",10.4660791944821
"ENSG00000007516",9.07320334512738
"ENSG00000007520",12.4079762399185
"ENSG00000007541",11.5632307401764
"ENSG00000007545",11.8119272515659
"ENSG00000007866",12.9420635332981
"ENSG00000007908",12.4033186247645
"ENSG00000007923",13.8167515896836
"ENSG00000007933",8.63848347998684
"ENSG00000007944",12.4241604886263
"ENSG00000007968",5.30061384123046
"ENSG00000008018",14.8330779997645
"ENSG00000008056",10.6659642164089
"ENSG00000008083",11.8363212271496
"ENSG00000008086",6.98866983491572
"ENSG00000008128",8.35950753028402
"ENSG00000008130",12.1036686258544
"ENSG00000008226",6.88557634195161
"ENSG00000008256",13.1172419895448
"ENSG00000008277",10.3927836851583
"ENSG00000008282",14.6051553039208
"ENSG00000008283",10.9793117802175
"ENSG00000008294",14.0484338532314
"ENSG00000008300",7.80311418175964
"ENSG00000008311",11.8534963709577
"ENSG00000008324",11.2981069856199
"ENSG00000008382",11.2365973483593
"ENSG00000008394",10.7995738240544
"ENSG00000008405",12.0540163252073
"ENSG00000008441",12.6976942100352
"ENSG00000008513",15.1608386647139
"ENSG00000008516",8.1530566528166
"ENSG00000008517",12.2842408714963
"ENSG00000008710",13.7384814817074
"ENSG00000008735",5.83112855792924
"ENSG00000008838",13.4384588716788
"ENSG00000008853",13.2848740490534
"ENSG00000008869",13.1186633640843
"ENSG00000008952",14.2952815565005
"ENSG00000008988",15.8962857413655
"ENSG00000009307",17.5099656622498
"ENSG00000009335",13.7740941169038
"ENSG00000009413",12.5746683823894
"ENSG00000009694",8.19677803024592
"ENSG00000009780",11.9619960835902
"ENSG00000009790",7.1750829591466
"ENSG00000009830",11.6043945894076
"ENSG00000009844",13.3827628825843
"ENSG00000009950",5.59012045842544
"ENSG00000009954",13.7695772220404
"ENSG00000010017",13.3552935213266
"ENSG00000010030",6.98866983491572
"ENSG00000010072",11.4184012193376
"ENSG00000010165",12.21416816712
"ENSG00000010219",11.5548551286062
"ENSG00000010244",14.4663583267342
"ENSG00000010256",16.9450209551566
"ENSG00000010270",12.6688777718406
"ENSG00000010278",14.02815618151
"ENSG00000010282",16.4800391880231
"ENSG00000010292",12.0087397525167
"ENSG00000010295",12.3118410966537
"ENSG00000010310",10.6967428779592
"ENSG00000010318",10.0673267787907
"ENSG00000010319",12.8128056047382
"ENSG00000010322",14.1204381152503
"ENSG00000010327",13.9975813674647
"ENSG00000010361",11.0702680541028
"ENSG00000010379",10.0790560713728
"ENSG00000010404",14.6272929943637
"ENSG00000010539",11.1994671177736
"ENSG00000010610",10.9979675794978
"ENSG00000010626",11.0465682186239
"ENSG00000010671",9.16411184132559
"ENSG00000010704",10.0673267787907
"ENSG00000010803",13.4520532718276
"ENSG00000010810",12.9596186674396
"ENSG00000010818",12.9420635332981
"ENSG00000010932",3.7156513405093
"ENSG00000011007",13.4189781819691
"ENSG00000011009",12.4827322655836
"ENSG00000011021",12.3939580401608
"ENSG00000011028",12.9128680336194
"ENSG00000011105",15.8527492200302
"ENSG00000011114",12.3892548736781
