"","C01945"
"ENSG00000000003",11.2312619528435
"ENSG00000000005",8.56829694012106
"ENSG00000000419",13.2357746091374
"ENSG00000000457",11.3291092762416
"ENSG00000000460",8.85780355731604
"ENSG00000000938",10.4047982078382
"ENSG00000000971",15.6736650589741
"ENSG00000001036",13.4774757123248
"ENSG00000001084",12.3805506615915
"ENSG00000001167",10.8717877867517
"ENSG00000001460",9.06675044758754
"ENSG00000001461",12.010977194469
"ENSG00000001497",12.734400230611
"ENSG00000001561",11.9061665788774
"ENSG00000001617",11.748363951984
"ENSG00000001626",4.1759795173423
"ENSG00000001629",12.0025280046332
"ENSG00000001631",11.5068963954569
"ENSG00000002016",10.987621797803
"ENSG00000002330",12.6008456339892
"ENSG00000002549",13.952412549787
"ENSG00000002587",8.65710620707891
"ENSG00000002726",7.54521332700802
"ENSG00000002822",10.7955881608703
"ENSG00000002834",13.9731006067631
"ENSG00000002919",11.7382219415634
"ENSG00000002933",13.5121141047279
"ENSG00000003056",12.7721692734867
"ENSG00000003096",11.5994456386917
"ENSG00000003137",9.43650706756551
"ENSG00000003147",13.4341529277325
"ENSG00000003249",8.69954147339931
"ENSG00000003393",13.152304961786
"ENSG00000003400",11.2094025188797
"ENSG00000003402",15.662311770111
"ENSG00000003436",13.2940554056076
"ENSG00000003509",12.6929926875704
"ENSG00000003756",14.926128185046
"ENSG00000003987",4.1759795173423
"ENSG00000003989",13.1194711273859
"ENSG00000004059",13.4575232288473
"ENSG00000004139",11.3821799051762
"ENSG00000004142",15.2059568639319
"ENSG00000004399",14.0261663549881
"ENSG00000004455",14.5650730392468
"ENSG00000004468",8.6133848296496
"ENSG00000004478",14.0272080121026
"ENSG00000004487",13.3026839901855
"ENSG00000004534",14.7574939674379
"ENSG00000004660",10.5510189486892
"ENSG00000004700",12.7919156216596
"ENSG00000004766",11.5711565942603
"ENSG00000004776",17.1444663223842
"ENSG00000004777",10.6943048250332
"ENSG00000004779",15.7551382900394
"ENSG00000004799",17.7135619437142
"ENSG00000004809",2.59101701662114
"ENSG00000004838",7.44899801174871
"ENSG00000004864",11.3018234503205
"ENSG00000004866",12.6175404591409
"ENSG00000004897",13.1844081394129
"ENSG00000004961",13.0898662231529
"ENSG00000004975",11.8741053696451
"ENSG00000005007",12.5924252110139
"ENSG00000005020",10.7458351256732
"ENSG00000005022",15.1049912903618
"ENSG00000005059",11.3291092762416
"ENSG00000005075",13.5732976211794
"ENSG00000005100",11.1872067727656
"ENSG00000005102",13.7653185610888
"ENSG00000005108",9.09881165681984
"ENSG00000005156",11.610607744979
"ENSG00000005175",11.9016297982807
"ENSG00000005187",10.673166057975
"ENSG00000005189",9.86714142189538
"ENSG00000005194",13.4055994825274
"ENSG00000005206",11.7228739772299
"ENSG00000005238",12.7968102660183
"ENSG00000005243",13.7715478239656
"ENSG00000005249",12.6203042435894
"ENSG00000005302",12.0483978956937
"ENSG00000005339",13.0141329267682
"ENSG00000005379",11.9196919439491
"ENSG00000005381",6.05044863525844
"ENSG00000005421",5.39837193867874
"ENSG00000005436",11.6216841528681
"ENSG00000005448",10.618923013191
"ENSG00000005469",11.1340488368764
"ENSG00000005471",10.2420687078001
"ENSG00000005483",12.7521488996054
"ENSG00000005486",12.8867859510416
"ENSG00000005513",10.58537045348
"ENSG00000005700",13.3533990553315
"ENSG00000005801",11.5596838098163
