"","P01340"
"ENSG00000000003",11.259214443146
"ENSG00000000005",10.0050549759909
"ENSG00000000419",13.6224389544044
"ENSG00000000457",11.1949650862121
"ENSG00000000460",9.02367065415825
"ENSG00000000938",10.0541727425556
"ENSG00000000971",15.0996639684619
"ENSG00000001036",13.057940556243
"ENSG00000001084",12.9305612497668
"ENSG00000001167",11.8168640387921
"ENSG00000001460",9.76063624832446
"ENSG00000001461",11.9165183013892
"ENSG00000001497",12.4650542495798
"ENSG00000001561",12.9710890563494
"ENSG00000001617",12.0943535409154
"ENSG00000001626",3.738268435296
"ENSG00000001629",12.8837760717591
"ENSG00000001631",12.7222120890769
"ENSG00000002016",11.0081743178351
"ENSG00000002330",12.0914152607941
"ENSG00000002549",14.0703049836577
"ENSG00000002587",8.97348489699004
"ENSG00000002726",6.40123344801843
"ENSG00000002822",10.5920977871531
"ENSG00000002834",13.5998723436409
"ENSG00000002919",11.3257334432203
"ENSG00000002933",12.1603332014688
"ENSG00000003056",13.7564686141092
"ENSG00000003096",12.1547141289677
"ENSG00000003137",10.3381812774831
"ENSG00000003147",13.5418614385574
"ENSG00000003249",8.1756737476033
"ENSG00000003393",13.5278020802664
"ENSG00000003400",11.3307254725641
"ENSG00000003402",16.2589689546384
"ENSG00000003436",12.6219299774929
"ENSG00000003509",12.7998646447294
"ENSG00000003756",14.7562367254901
"ENSG00000003987",5.85374565271594
"ENSG00000003989",13.4553736071014
"ENSG00000004059",13.1554177110547
"ENSG00000004139",11.2902970466551
"ENSG00000004142",14.7441268655054
"ENSG00000004399",14.118729500385
"ENSG00000004455",14.036331003015
"ENSG00000004468",9.84679289207417
"ENSG00000004478",13.5157977406209
"ENSG00000004487",12.8580741739374
"ENSG00000004534",14.6717132112462
"ENSG00000004660",10.3381812774831
"ENSG00000004700",13.4836626515328
"ENSG00000004766",12.2992380803954
"ENSG00000004776",16.41047275926
"ENSG00000004777",11.2748394519149
"ENSG00000004779",14.928298843508
"ENSG00000004799",16.3722475031935
"ENSG00000004809",5.61273755321215
"ENSG00000004838",4.96066085663245
"ENSG00000004864",11.1839730708218
"ENSG00000004866",12.2500210890634
"ENSG00000004897",13.6214208209529
"ENSG00000004961",13.2546250889981
"ENSG00000004975",12.1462442707407
"ENSG00000005007",13.3658023197688
"ENSG00000005020",10.9830286696609
"ENSG00000005022",14.7691654281579
"ENSG00000005059",10.5326843016461
"ENSG00000005075",12.9469092438543
"ENSG00000005100",11.5983207804433
"ENSG00000005102",13.0594449307702
"ENSG00000005108",9.55418537085703
"ENSG00000005156",11.4909278365674
"ENSG00000005175",12.0003632806662
"ENSG00000005187",10.2460630754947
"ENSG00000005189",10.0541727425556
"ENSG00000005194",13.015168274634
"ENSG00000005206",12.4853424829365
"ENSG00000005238",12.4142254682378
"ENSG00000005243",12.487579219882
"ENSG00000005249",14.1725491511785
"ENSG00000005302",12.1176468023673
"ENSG00000005339",13.3138076821305
"ENSG00000005379",12.5595109399937
"ENSG00000005381",6.40123344801843
"ENSG00000005421",3.738268435296
"ENSG00000005436",11.5774722233929
"ENSG00000005448",9.31317727135324
"ENSG00000005469",11.133445512214
"ENSG00000005471",11.2220842125603
"ENSG00000005483",13.3863263610493
"ENSG00000005486",12.163134551943
"ENSG00000005513",10.2460630754947
"ENSG00000005700",14.0171050383037
"ENSG00000005801",11.8450494537461
"ENSG00000005810",13.5429372738354
"ENSG00000005812",13.6576283828667
"ENSG00000005844",9.11909021923693
"ENSG00000005882",14.3967774729712
"ENSG00000005884",12.7222120890769
"ENSG00000005889",12.7011644406333
"ENSG00000005893",14.0279031269765
"ENSG00000005955",13.6142736971453
"ENSG00000005961",7.28258895151981
"ENSG00000005981",8.92149025935177
"ENSG00000006007",14.2251034568591
"ENSG00000006015",11.7624846727168
"ENSG00000006016",10.5152497083101
"ENSG00000006025",11.1219727277701
"ENSG00000006042",11.9558222996961
"ENSG00000006047",7.98619594873959
"ENSG00000006062",12.209943649688
"ENSG00000006071",9.96708712579188
"ENSG00000006074",6.54562335735361
"ENSG00000006075",6.79716212434957
"ENSG00000006114",12.4047883451951
"ENSG00000006118",10.4525139529621
"ENSG00000006125",14.7243474821759
"ENSG00000006128",4.47523402946221
"ENSG00000006194",12.3468312950761
"ENSG00000006210",13.2427564156908
"ENSG00000006282",14.0309735086427
"ENSG00000006283",5.61273755321215
"ENSG00000006327",13.6576283828667
"ENSG00000006432",8.97348489699004
"ENSG00000006451",12.9403922591265
"ENSG00000006453",10.0298228811398
"ENSG00000006459",12.5993553412914
"ENSG00000006468",14.1244902069795
"ENSG00000006530",12.8476638217963
"ENSG00000006534",10.1589304837687
"ENSG00000006555",4.47523402946221
"ENSG00000006576",12.7485634160239
"ENSG00000006606",5.32323093601716
"ENSG00000006607",12.0159432921336
"ENSG00000006625",11.841556243708
"ENSG00000006634",9.62091148465785
"ENSG00000006638",8.78266255465446
"ENSG00000006652",14.0023200082697
"ENSG00000006695",13.1568238466834
"ENSG00000006704",11.1045906495418
"ENSG00000006712",13.2214124104336
"ENSG00000006715",13.2480434396229
"ENSG00000006740",10.8846249655999
"ENSG00000006744",13.6606050586976
"ENSG00000006747",8.08404327213773
"ENSG00000006756",11.7326218721549
"ENSG00000006757",12.3639772783605
"ENSG00000006831",13.7831178789571
"ENSG00000006837",8.26183039135302
"ENSG00000007047",11.7513584347364
"ENSG00000007062",11.25396827358
"ENSG00000007080",12.7011644406333
"ENSG00000007129",6.79716212434957
"ENSG00000007168",15.3211944477555
"ENSG00000007171",7.70789478625248
"ENSG00000007202",14.0925178172412
"ENSG00000007237",14.0829342175994
"ENSG00000007255",10.54132321992
"ENSG00000007264",7.1977000539333
"ENSG00000007312",9.4106937772675
"ENSG00000007314",9.94120849396628
"ENSG00000007341",11.3406580077753
"ENSG00000007350",11.0631990183449
"ENSG00000007376",10.4976018424907
"ENSG00000007384",12.7944545319861
"ENSG00000007392",13.7035717414436
"ENSG00000007402",10.1016731661595
"ENSG00000007516",10.4707185483397
