"","P01396"
"ENSG00000000003",10.6842814729742
"ENSG00000000005",5.94474193514419
"ENSG00000000419",13.380957722821
"ENSG00000000457",11.0301827788093
"ENSG00000000460",9.05227039944864
"ENSG00000000938",11.7385387519071
"ENSG00000000971",14.3599806892244
"ENSG00000001036",13.812461933472
"ENSG00000001084",12.7217232081583
"ENSG00000001167",10.0240997267575
"ENSG00000001460",9.46531384859539
"ENSG00000001461",12.3813543400169
"ENSG00000001497",12.778234452989
"ENSG00000001561",13.3431802624837
"ENSG00000001617",12.3313229883738
"ENSG00000001626",3.13738701308659
"ENSG00000001629",11.9860099535159
"ENSG00000001631",11.1908604263559
"ENSG00000002016",10.4135114183608
"ENSG00000002330",13.6534152964582
"ENSG00000002549",14.2809828101521
"ENSG00000002587",9.17447633182181
"ENSG00000002726",1.55242451236543
"ENSG00000002822",11.7679575121111
"ENSG00000002834",13.5485448753985
"ENSG00000002919",12.7391578014943
"ENSG00000002933",12.7217232081583
"ENSG00000003056",12.7600489805922
"ENSG00000003096",10.9807846850697
"ENSG00000003137",8.37260347478062
"ENSG00000003147",13.7493339549066
"ENSG00000003249",9.86076354250484
"ENSG00000003393",13.2841678030733
"ENSG00000003400",11.1430115622805
"ENSG00000003402",15.9427950232786
"ENSG00000003436",13.3769855423357
"ENSG00000003509",12.8092228984448
"ENSG00000003756",14.5334565707265
"ENSG00000003987",3.87435260725279
"ENSG00000003989",13.9293638339853
"ENSG00000004059",13.9997660777361
"ENSG00000004139",10.5153205177027
"ENSG00000004142",15.5560302624625
"ENSG00000004399",13.7487192573937
"ENSG00000004455",15.134919360613
"ENSG00000004468",11.2301441540064
"ENSG00000004478",14.71686009843
"ENSG00000004487",13.4316248303128
"ENSG00000004534",14.6591510144046
"ENSG00000004660",11.1944762052934
"ENSG00000004700",12.7697764176358
"ENSG00000004766",11.7655287320073
"ENSG00000004776",17.283345686595
"ENSG00000004777",10.2213094966317
"ENSG00000004779",16.1420171447539
"ENSG00000004799",16.7875786328065
"ENSG00000004809",5.45931510797395
"ENSG00000004838",6.410405507493
"ENSG00000004864",11.3646018178799
"ENSG00000004866",13.2576248904285
"ENSG00000004897",13.762791457998
"ENSG00000004961",13.6781608417604
"ENSG00000004975",11.685566724766
"ENSG00000005007",12.7673507003079
"ENSG00000005020",11.0139039596516
"ENSG00000005022",15.4271177531703
"ENSG00000005059",10.7788367051542
