"","P01537"
"ENSG00000000003",11.2333630845418
"ENSG00000000005",9.06488294555461
"ENSG00000000419",13.4866066356296
"ENSG00000000457",10.9464241121463
"ENSG00000000460",8.89982369928412
"ENSG00000000938",10.7257942995091
"ENSG00000000971",14.7991653627787
"ENSG00000001036",13.2976819643643
"ENSG00000001084",12.5243145641919
"ENSG00000001167",10.5136410626775
"ENSG00000001460",9.7380726292875
"ENSG00000001461",12.0890492566854
"ENSG00000001497",12.728873692441
"ENSG00000001561",12.3243929607356
"ENSG00000001617",11.6302166395268
"ENSG00000001626",2.27046707920451
"ENSG00000001629",11.8154315119937
"ENSG00000001631",11.8076854797431
"ENSG00000002016",10.2420106331553
"ENSG00000002330",13.9020988851221
"ENSG00000002549",13.9825641302921
"ENSG00000002587",8.89982369928412
"ENSG00000002726",7.39975009614947
"ENSG00000002822",11.9125187721325
"ENSG00000002834",13.5633638346137
"ENSG00000002919",11.6734791027795
"ENSG00000002933",12.2802956965726
"ENSG00000003056",12.8183255852629
"ENSG00000003096",10.9534616628862
"ENSG00000003137",10.6670718603864
"ENSG00000003147",13.6208538215173
"ENSG00000003249",8.20120441676739
"ENSG00000003393",13.0656950452332
"ENSG00000003400",11.1128174226183
"ENSG00000003402",16.2574645589536
"ENSG00000003436",12.7411259532651
"ENSG00000003509",12.8970887315629
"ENSG00000003756",14.7976997056521
"ENSG00000003987",5.44039208064682
"ENSG00000003989",14.0878505071017
"ENSG00000004059",13.9547773903289
"ENSG00000004139",11.4872129373998
"ENSG00000004142",15.2248451693486
"ENSG00000004399",14.2045264741053
"ENSG00000004455",14.5257907692126
"ENSG00000004468",8.84032268753545
"ENSG00000004478",13.6654655937062
"ENSG00000004487",13.3372290115914
"ENSG00000004534",14.553265937888
"ENSG00000004660",10.6840950082287
"ENSG00000004700",12.8916031924791
"ENSG00000004766",11.9622105983758
"ENSG00000004776",17.9106837668921
"ENSG00000004777",11.4125741365071
"ENSG00000004779",16.0408212590625
"ENSG00000004799",18.3790936252601
"ENSG00000004809",5.07782200126211
"ENSG00000004838",6.35792992045485
"ENSG00000004864",11.0810387139457
"ENSG00000004866",12.5124502288988
"ENSG00000004897",13.0656950452332
"ENSG00000004961",12.9717735411631
"ENSG00000004975",12.082644384719
"ENSG00000005007",13.7283609165192
"ENSG00000005020",10.7257942995091
"ENSG00000005022",14.8252957206344
"ENSG00000005059",11.0353386699406
"ENSG00000005075",13.4621432255569
"ENSG00000005100",11.1439111917199
"ENSG00000005102",12.9855710884407
"ENSG00000005108",8.7462005101709
"ENSG00000005156",11.1803601629745
"ENSG00000005175",12.085850375018
"ENSG00000005187",10.0452541388057
"ENSG00000005189",9.93580299638968
"ENSG00000005194",13.1104581497444
"ENSG00000005206",13.0802352079149
"ENSG00000005238",12.6422437235424
"ENSG00000005243",13.3331878463696
"ENSG00000005249",12.8240963731209
"ENSG00000005302",11.7998976333507
"ENSG00000005339",12.9821340527689
"ENSG00000005379",12.337901439961
"ENSG00000005381",6.91432326897923
"ENSG00000005421",4.59239517409187
"ENSG00000005436",12.1967630739856
"ENSG00000005448",10.2420106331553
"ENSG00000005469",11.1863464580403
"ENSG00000005471",11.2159109155824
"ENSG00000005483",12.5731060029921
"ENSG00000005486",13.0818417727144
"ENSG00000005513",10.2760916283984
"ENSG00000005700",13.6835660641198
"ENSG00000005801",11.7723042641068
"ENSG00000005810",13.0770167011905
"ENSG00000005812",13.3385735550633
"ENSG00000005844",9.38940815192801
"ENSG00000005882",15.2853593212789
"ENSG00000005884",12.1392896339795
"ENSG00000005889",12.6914799349837
"ENSG00000005893",13.4998867674349
"ENSG00000005955",13.7708110484749
"ENSG00000005961",6.66278450198327
"ENSG00000005981",9.61919523343558
"ENSG00000006007",14.4319139267225
"ENSG00000006015",13.8727019805456
"ENSG00000006016",12.785181133343
"ENSG00000006025",11.4478866171937
"ENSG00000006042",11.740108896444
"ENSG00000006047",8.15311012856635
"ENSG00000006062",12.016981400343
"ENSG00000006071",10.3419294417611
"ENSG00000006074",10.3526161205584
"ENSG00000006075",6.91432326897923
"ENSG00000006114",11.5016882599157
"ENSG00000006118",10.9034622763475
"ENSG00000006125",14.9501670849738
"ENSG00000006128",5.07782200126211
"ENSG00000006194",12.8488397705653
"ENSG00000006210",13.2340856966485
"ENSG00000006282",13.941565804953
"ENSG00000006283",5.07782200126211
"ENSG00000006327",13.2470312026198
"ENSG00000006432",8.57424782738161
"ENSG00000006451",12.7329693518018
"ENSG00000006453",10.9251031077325
"ENSG00000006459",12.0600007241749
"ENSG00000006468",13.5189876841429
"ENSG00000006530",12.7350128295384
"ENSG00000006534",10.6925318453773
"ENSG00000006555",5.07782200126211
"ENSG00000006576",12.7411259532651
"ENSG00000006606",5.07782200126211
"ENSG00000006607",11.7881364673383
"ENSG00000006625",12.704052520355
"ENSG00000006634",9.23625136386659
"ENSG00000006638",9.21298158454375
"ENSG00000006652",13.6030631369937
"ENSG00000006695",12.9134213026848
"ENSG00000006704",11.9125187721325
"ENSG00000006712",14.0505966988298
"ENSG00000006715",12.7123737837467
"ENSG00000006740",10.5040867559642
"ENSG00000006744",13.8013610603984
"ENSG00000006747",5.07782200126211
"ENSG00000006756",11.8076854797431
"ENSG00000006757",13.1735957560168
"ENSG00000006831",14.0669123382664
