"","C01809"
"ENSG00000000003",11.4962583091711
"ENSG00000000005",9.36537850729178
"ENSG00000000419",13.8027838195991
"ENSG00000000457",11.9259038953721
"ENSG00000000460",9.51402258864691
"ENSG00000000938",10.2789637554743
"ENSG00000000971",14.9166321972178
"ENSG00000001036",13.4567831407235
"ENSG00000001084",13.6698669098907
"ENSG00000001167",12.988054661217
"ENSG00000001460",9.85399713895173
"ENSG00000001461",13.0897072757801
"ENSG00000001497",12.3944409728942
"ENSG00000001561",13.8976664680207
"ENSG00000001617",9.80536236370085
"ENSG00000001626",2.35415125186852
"ENSG00000001629",14.0065481133462
"ENSG00000001631",13.5209420025867
"ENSG00000002016",11.4229295298539
"ENSG00000002330",9.86985109015257
"ENSG00000002549",14.0145929020777
"ENSG00000002587",8.65793200004563
"ENSG00000002726",6.74646867464728
"ENSG00000002822",8.37651906489698
"ENSG00000002834",13.1115412612352
"ENSG00000002919",11.7656622398806
"ENSG00000002933",12.1040206792654
"ENSG00000003056",14.3566146907611
"ENSG00000003096",12.5026278340468
"ENSG00000003137",9.34283593864069
"ENSG00000003147",13.9535992333972
"ENSG00000003249",7.2121322469961
"ENSG00000003393",14.392041337011
"ENSG00000003400",10.9048980372518
"ENSG00000003402",16.9481842078168
"ENSG00000003436",12.9531342229046
"ENSG00000003509",13.1655259453785
"ENSG00000003756",15.2946483863267
"ENSG00000003987",6.05459097000962
"ENSG00000003989",15.1067409695095
"ENSG00000004059",12.1917791850399
"ENSG00000004139",11.2090196351288
"ENSG00000004142",15.0334114115853
"ENSG00000004399",12.8063924922993
"ENSG00000004455",14.3389257119154
"ENSG00000004468",10.5973252353415
"ENSG00000004478",13.4956198072616
"ENSG00000004487",13.1198517395196
"ENSG00000004534",14.8472561444077
"ENSG00000004660",10.1550511517888
"ENSG00000004700",13.6833869936023
"ENSG00000004766",12.9362932335273
"ENSG00000004776",16.3462929834945
"ENSG00000004777",9.06839676953465
"ENSG00000004779",15.1332549914528
"ENSG00000004799",18.140599571474
"ENSG00000004809",2.35415125186852
"ENSG00000004838",3.93911375258968
"ENSG00000004864",11.632600710089
"ENSG00000004866",12.7237485981472
"ENSG00000004897",14.4824678547721
"ENSG00000004961",13.8017511101485
"ENSG00000004975",10.4469083927884
"ENSG00000005007",12.2322021645971
"ENSG00000005020",11.2337345014813
"ENSG00000005022",14.8220114925764
"ENSG00000005059",9.55382359670489
"ENSG00000005075",11.8278570014879
"ENSG00000005100",11.9633299900105
"ENSG00000005102",11.922107327284
"ENSG00000005108",10.0752504405757
"ENSG00000005156",12.0905531831868
"ENSG00000005175",12.9531342229046
"ENSG00000005187",11.417546333157
"ENSG00000005189",10.2428945007668
"ENSG00000005194",13.4541564762912
"ENSG00000005206",10.5089693609206
"ENSG00000005238",12.306892499055
"ENSG00000005243",12.3971785354631
"ENSG00000005249",13.7986485389723
"ENSG00000005302",12.3328617109749
"ENSG00000005339",13.1639193805789
"ENSG00000005379",11.1711348751239
"ENSG00000005381",5.52407625331084
"ENSG00000005421",2.35415125186852
"ENSG00000005436",12.1886223018527
"ENSG00000005448",8.18704126603327
"ENSG00000005469",11.7741114297164
"ENSG00000005471",11.2580330976047
"ENSG00000005483",13.9600936914939
"ENSG00000005486",11.5464440663393
"ENSG00000005513",8.92400686019947
"ENSG00000005700",15.1312010403074
"ENSG00000005801",12.2535081747916
"ENSG00000005810",14.3810204571319
"ENSG00000005812",14.1505965109304
"ENSG00000005844",8.98350787194813
"ENSG00000005882",13.2113547233767
"ENSG00000005884",10.5089693609206
"ENSG00000005889",14.0968817283877
"ENSG00000005893",14.5168572703509
"ENSG00000005955",13.9034546203821
"ENSG00000005961",5.16150617392613
"ENSG00000005981",9.93158007990427
"ENSG00000006007",14.7408221115061
"ENSG00000006015",9.14856711821863
"ENSG00000006016",8.76354218800623
"ENSG00000006025",10.1550511517888
"ENSG00000006042",12.1469415461696
"ENSG00000006047",7.10903875403199
"ENSG00000006062",10.6162460972387
"ENSG00000006071",10.115702484313
"ENSG00000006074",6.26104184747704
"ENSG00000006075",3.93911375258968
"ENSG00000006114",12.8186970022025
"ENSG00000006118",8.28488858943141
"ENSG00000006125",15.6228394440967
"ENSG00000006128",2.35415125186852
"ENSG00000006194",12.2413718673369
"ENSG00000006210",11.556275075699
"ENSG00000006282",12.9362932335273
"ENSG00000006283",3.93911375258968
"ENSG00000006327",13.5083364611338
"ENSG00000006432",9.72047346611434
"ENSG00000006451",12.7084006338138
"ENSG00000006453",9.36537850729178
"ENSG00000006459",13.0880139715471
